P01901859A0000|0 59|UDP-Gal:Gal beta 1----4GlcNAc alpha 1----3-galactosyltransferase
P10491187T0000|144 147|ptsH
P08523545T0000|144 146|ATF
P10080875A0772|144 146|p50
P11040101A1180|144 146|JNK
P09105042A1497|145 173|mutant myosin heavy chain protein
P10933732A0000|145 170|interferon regulatory factor
P07829519A1251|145 170|immunoglobulin mu heavy chain
P10704283A0649a|145 165|human IL-4 cytokine gene
P10725433A0543|145 164|CREB-binding sequence
P08649841A0956|145 154|CAT protein
P09620955A0370|145 153|lac operon
P07729427A0942|145 152|hTAFII30
P09580700A0841|145 150|DNase I
P09346935A0927|145 150|pol IIo
P08654375A0544|145 149|Oct-1
P11029704A0378|145 148|ABI3
P10071761A2374|145 148|UCP2
P10688660A0992|146 172|progesterone response element
P01407286A0427|146 164|tyrosine hydroxylase
P11340085A0211|146 155|C/EBPalpha
P09837715A0581|146 150|HIV-1
P10866689A0295|146 149|Lmo2
P09182990A0245|146 149|eRF1
P10899142A0000|146 148|LGR
P09085842A0181|146 148|ASF
P09638650A0169|147 167|26 kDa movement protein 1
P08474439A0877|147 166|MEF1 (Right E-box) site
P09686603A0124|147 165|TCR beta gene segments
P02910496A0583|147 158|RNAase MRP RNA
P02868446A0184|147 156|RPase alpha
P07782302A0479|147 152|RanBP1
P08816052A0238|147 152|K-SNAP
P08283292A0779|147 152|pectin
P07544357A0808|147 151|CD44v
P07813466A0074|147 151|hsc70
P10715325A0834|147 150|EIN2
P02185250A0726|147 149|SRP
P11196199T0000|147 149|p53
P09792630A1127|148 182|terminal deoxynucleotidyltransferase
P07080496A0097|148 170|low-density lipoproteins
P08382359A0469|148 166|pRb-binding sequence
P07559355A0066|148 165|Proteus gene cluster
P02480959A0470|148 160|gonadotropins
P08808120A0774|148 158|transferrin
P11105717A0123|148 157|hemoglobin
P10943891A1062|148 157|active site
P07592485A0734|148 156|ure2 delta
P09409774A0214|148 156|VCSB1 gene
P08951815A0465|148 152|Gcn4p
P10026824A0309|148 152|Gq/11
P08417331A0745|148 151|Tup1
P07888306A1659|148 151|Ca2+
P10318806A0000|148 150|p38
P01713213A0488|148 150|GST
P11357063A0138|148 149|LH
P07596287A0183|149 192|ATP-binding cassette membrane transport proteins
P01358758A0000|149 189|beta-cell-specific transcriptional enhancer
P08394255A0000|149 181|rat luteinizing hormone receptor cDNA
P02154686A0185|149 174|polyomavirus enhancer region
P08538702A0214|149 161|15-kDa antigen
P02293019A0000|149 159|cathepsin-G
P10497199A0559|149 157|COUP-TFII
P08647264T0000|149 153|CPP32
P07929431A0949|149 153|INS-1
P08969495A0256|149 152|nrdF
P07608968A0836|149 151|TBP
P11879108A0719|150 179|human immunodeficiency virus (HIV
P08413186A0077|150 175|nitrate and nitrite reductase
P09005273A1558|150 173|neuropathy target esterase
P02648646A0932|150 173|platelet activating factor
P11371417A0744|150 170|interleukin (IL)-1beta
P09346935A0459|150 164|RNA polymerase II
P01968224A0119|150 163|Drosophila PCNA
P02743981A0347|150 163|NAB transcripts
P09581775A0185|150 157|PLB-IIIB
P11031252A0646|150 157|PKC delta
P09420252A0092|150 156|env gene
P07642633T0000|150 154|TEF-1
P10760109A1050|150 154|IGF-1
P08200528A0970|150 153|pPGK
P01547957A1083|150 153|CYP2
P08246984A0923|150 152|p85
P08460918A0252|151 169|alkaline phosphatase
P07797583A0222|151 158|PCNA gene
P10967531A1025|151 155|type I
P09566918A1115|151 154|PRDI
P08816504T0000|151 153|Ras
P11037823A1134|151 153|CHL
P07568118A1267|152 186|growth factor tyrosine kinase receptors
P02083253A1512|152 185|T-cell-specific transcription factor
P09798068A0290|152 177|rat gamma-aminobutyric acid B
P08844448A0000|152 173|gastrointestinal lipase
P06818113A0384|152 171|plasminogen activator
P08111974A1034|152 163|trans-factor
P06151942A0235|152 160|gamma-GTP
P10517675A0809|152 158|p27kip1
P08665853A0228|152 157|ErbB-1
P10747053A1102|152 156|TAF17
P11282395A0530|152 156|Mre11
P10359792A0610|153 171|histone deacetylases
P07636648A1229|153 169|pertussis antigens
P09148903A1715|153 164|IkappaBalpha
P07559488A0440|153 162|wild type ER
P08863824A0509|153 160|5-HT2C-R
P01348508A0313|153 160|TGM1 gene
P09111048X0000|153 156|nNOS
P10564593A1618|154 172|MXR half-transporter
P08148463A0000|154 165|interleukin 3
P08576042A0765|154 164|groE operons
P11058132A0264|154 163|B.subtilis
P11238447A0524|154 159|nup153
P09393717A1517|154 157|mutC
P09533030T0000|154 157|SDHC
P08631797A0982|154 156|EGF
P06702643A0000|154 155|SA
P09006555A0738|155 173|lung myeloperoxidase
P09914500A0000|155 173|tumor necrosis factor
P08396713A0305|155 171|Ah receptor protein
P02518691A0251|155 168|kappa B enhancer
P01372802A1481|155 165|C3 fragments
P07539119A0291|155 165|G128R mutant
P09062130A0116|155 164|SH2 domains
P09305755A0540|155 158|HNF1
P10749849A0000|155 158|WAF1
P09132011A0298|155 157|cdc
P03572706A0329|155 155|F
P10542269A0000|156 183|beta-amyloid precursor protein
P03034570A0943|156 180|human papillomavirus type 18
P02732341A0000|156 176|chloroacetate esterase
P01321337A0318|156 175|mammalian calcineurin
P03537721A0876|156 173|vacuolar hydrolases
P06501086A0165|156 167|serum protein
P10229682A1151|156 166|NF-IL-6 site
P07519481A1275|156 160|c-kit
P08666404A0311|156 158|PP5
P09111340A0240|157 168|myc sequences
P02597549A0964|157 167|prothrombin
P09461594A0000|157 166|PLC-gamma2
P10681520A0525|157 166|Gbetagamma
P09189783A0000|157 163|insulin
P09234713A0754|157 163|Ddelta3
P01774063A0161|157 161|Actcl
P10778757A0000|157 161|INCW2
P11095248A0423|157 160|gp27
P07933095A0000|157 159|Sp1
P08584035A0740|158 177|DNA-protein complexes
P10518956A0137|158 174|hepatic deiodinase
P10367646A0569|158 171|serum globulins
P09058323A1287|158 167|alpha 5 gene
P10585453A1029|158 163|hGH LCR
P07959760A0763|158 162|Fli-1
P06091914A0000|158 162|int-1
P02124433A0235|158 160|PSK
P10788320A1034|158 159|U5
P08280925A0261|159 179|IgG anti-KLH antibodies
P09151828A0919|159 177|C-terminal region III
P02324104A1195|159 168|CeCAT alpha
P10216161A1530|159 166|E. coli bd
P10767560A0105|159 161|IFN
P11133830A0174|160 178|proto-oncogene c-Cbl
P09098899A0000|160 175|zinc-finger motif
P02164588A0266|160 173|HN glycoprotein
P08521414A1384|160 165|E1 beta
P00830568A0000|160 165|STG-BI
P10593939A0747|160 164|SRZ22
P07983715A0996|160 162|USF
P08769566A0000|160 162|ZD2
P09540062A0755|160 162|CAT
P10549912A0136|160 161|V4
P02403634A0788|161 217|myocyte-specific enhancer-binding nuclear factor 1 binding site
P08083220A0988|161 196|serum response factor-DNA binary complex
P02686749A0000|161 179|beta 2-microglobulin
P07865787A1086|161 173|histone H3 gene
P10744749A0315|161 171|bHLH factors
P02902656A0481|161 171|TE sequences
P11556809A2085|161 170|P450 enzyme
P02779752A0000|161 169|5-HT1 site
P01425921A1286|161 164|V1J1
P09325278A0458|161 164|mta1
P11441974A0320|161 164|l(-1
P08486276A0419|162 179|chloramphenicol (Cm
P06319072A0711|162 178|beta-adrenoceptor
P11181531A0464|162 174|interleukin-1
P08896804A0000|162 172|BDZ receptor
P11368363A1103|162 171|rat protein
P08776735A0000|162 170|rLHR-t631
P08887667A0992|162 166|Cdc28
P09620873A1710|162 165|sHSP
P10319327A1237|162 164|E47
P00753237A0000|162 164|PPU
P02115121A0000|162 164|KE2
P03690262A0428|162 163|T3
P09927570A0507|163 186|E1B 19 kDa and 55 kDa proteins
P06407348A0516|163 183|smooth muscle receptors
P01765375A0290|163 180|clathrin heavy chain
P09528770A1379|163 167|Msn4p
P09171239A1118|163 166|AF-2
P09443948A0000|163 165|IIF
P08598449A0784|163 165|fyn
P07958915A1507|164 197|calmodulin-dependent protein kinases
P02832149A1009|164 177|myb transcripts
P09502627A0705|164 177|creatine kinase
P08813766A0605|164 173|yeast Mig1p
P07796935A0284|164 168|hPPAR
P01431380A0244|164 167|SFGR
P09817373A0000|164 166|NOS
P06524761A0596|164 166|T-1
P03146784A0158|164 166|PSR
P10704499A0682|164 166|MEK
P11012680A1020|165 183|PLCgamma binding site
P09248639A0152|165 172|collagen
P08642313A0770|165 169|Bcl-3
P11504709A0981|165 168|MAPK
P11221845A0800|166 183|NH2-terminal region
P08455598A0000|166 174|a1-alpha 2
P08614410A0000|166 172|activin
P07588240A0000|166 170|CPP32
P08264582A0750|166 169|LIFR
P11073919A0631|166 168|ODC
P02437895A0000|166 167|LH
P11406277A0598|167 191|parent Hlx promoter sequence
P07655505A0527|167 182|phytochrome A gene
P08030239A0833|167 181|EHV-1 tk promoter
P01874195A0139|167 180|tyrosine kinase
P02983316A0310|167 177|caiman genes
P02833049A1041|167 176|RD-114 mRNA
P07629196A0274|167 169|JNK
P01547775A1024|168 195|ORF2a/ORF2b transframe protein
P08075070A1632|168 186|DNA-binding proteins
P08065310A1144|168 179|receptor gene
P10752475A1376|168 178|Fc-receptor
P02500432A1416|168 174|CAT gene
P09000108A0330|168 171|CG30
P07585559A0000|169 199|smooth muscle alpha-actin promoter
P03015628A1078|169 192|serum alkaline phosphatase
P01909027A0922|169 192|hepatocyte nuclear factors
P09343210A1112|169 182|NF-kappaB sites
P08556707A1390|169 180|248trp allele
P09096229T0000|169 173|rad16
P09096958A0000|169 172|TD77
P09040011A1316|169 171|Ras
P09280747A0195|169 171|ACE
P03935797A0183|170 190|protein-coding regions
P08706731A1303|170 188|ginseng ribonuclease
P11517190A0352|170 188|E-responsive element
P03263357A0112|170 181|interleukin 1
P07740487A0167|170 179|Fibrinogen
P11241166A0677|170 174|SOCS3
P11114294A0075|170 173|CFTR
P08530384A0559|170 173|Oct1
P09235618A0000|170 172|IgM
P06527872T0000|170 172|ACP
P07758459A1277|171 198|ABF1 consensus binding sequence
P08979089A1197|171 186|Ig kappa enhancers
P08837503A0392|171 184|dicot extensins
P00594617A0192|171 184|fibrin monomers
P01387105A0933|171 183|loci Cycb1-rs1
P10369418A0644|171 174|RelB
P11158337A0000|171 174|GRAS
P08106369A0000|171 173|V1b
P03192537A0370|172 183|human protein
P08838314A0129|172 177|AVPR1A
P08566754A0783|172 174|SF2
P07835886A0894|173 202|corticosteroid-binding globulin
P08703010A0905|173 193|E-box-binding proteins
P02123029A0478|173 186|mu-like isotype
P08605302A1770|173 184|CatA promoter
P02939260A1553|173 183|39K T antigen
P11209100A0069|173 178|IL-1ra
P10601344A1653|173 177|Cdc42
P01660486A1756|173 175|PKC
P07563076A0766|173 175|ai4
P08719155A0105|174 211|thrombospondin-related anonymous protein
P09311810A0814|174 188|alpha0 sequences
P06121577A0280|174 184|plasma renin
P10775585A0754|174 183|MAP) kinase
P01536575A1213|174 179|CYPIA1
P01982997A1104|174 178|c-Fos
P07988731A0002|174 178|G-box
P11069307A0546|174 177|DED1
P07742550A0407|174 175|FL
P07990136A1124|175 205|mammalian polIII ternary complexes
P01849509T0000|175 202|Thiobacillus ferrooxidans IST2
P09617807A0929|175 192|Gypsy-like elements
P09451016A1037|175 188|endogenous gene
P11409425A0000|176 196|apolipoprotein (Apo) E2
P11084334A0590|176 193|heat-shock proteins
P09556861A1018|176 190|tRNA-synthetase
P09227799A0254|176 185|precipitin
P07784079A1018|176 183|basic FGF
P10512699T0000|176 179|selB
P09834070A0793|176 179|CD19
P11435605A0587|177 207|Ad5, Ad9, Ad12, and Ad41L fiber knobs
P08383492A1205|177 193|c-type cytochromes
P10965135A0735|177 191|MAP kinase kinase
P07797077A0842|177 186|ISGF3 gamma
P07487908A0230|177 180|IEC 6
P11319098A0164|177 180|LacI
P10490639A0000|177 180|Pcls
P08516324A0000|178 211|carboxyl-terminal DNA-binding domain
P09334330A0252|178 190|mammalian DPC4
P07862092A0302|178 190|pol3-11 sdp5-1
P09335298A1227|178 183|parCBA
P11376687A0344|178 180|p26
P07628456A0000|179 199|dsRNA-dependent kinase
P11278594A0618|179 198|human MIC-1 propeptide
P09115247A2069|179 197|peptide-binding site
P08475104A0341|179 194|p33cdk2 complexes
P09473483A0953|179 184|HTLV-1
P10597317A1156|179 181|JNK
P06318322A0350|180 200|viral-sis messenger RNA
P11036938A1162|180 192|gonadotropins
P09115242A0934|180 192|collagenase-1
P11254713A1029|180 187|IL-2 gene
P10413607A0085|180 187|integrin
P10376877A0611|180 186|18S rRNA
P08254738A0428|181 197|wild-type T antigen
P08967963A1735|181 194|alpha2c-AR gene
P01436261A0145|181 190|calcitonin
P01653238A1062|181 189|TGF-beta 1
P10652362A0933|181 188|clathrin
P07744763A0514|181 187|CYP2C11
P07784199A0000|181 185|Abf1p
P08798420A0207|181 184|pp60
P01901443A0297|181 181|O
P07563090A0124|182 204|integrase coding sequence
P11207261A1421|182 186|SHP-1
P09259052A0568|182 185|JunB
P03714348A0833|182 184|IgG
P08627649A0734|182 184|Sp1
P07807002A0500|182 184|IgE
P07588633A0362|182 184|Mos
P07537267A2094|183 204|fetal gamma-globin genes
P11145743A0170|183 201|deiodinase promoters
P08707846A2308|183 198|a-factor receptor
P01633816A0667|183 192|S1 nuclease
P07969132A0268|183 190|gcn2-507
P08253386A0800|183 189|U2 snRNP
P10342536A0954|183 188|casein
P09804779A1163|183 188|Stat5a
P09211913A0000|183 188|CYP1A1
P10567430A0785|183 186|GRK5
P09369451A0693|183 186|OP-1
P11449014A0000|183 185|E/B
P07909936A0672|184 208|colony-stimulating factors
P08334989A0070|184 205|luciferase reporter gene
P07474124A1360|184 196|F glycoprotein
P07704040A0000|184 193|EC 1.6.99.2
P08208540A0417|184 190|ankyrin
P01917943A0621b|185 216|chloramphenicol acetyltransferase
P11410664A0963|185 189|hOGG1
P10521509A0000|185 188|RGS9
P01454518A0336|186 199|human ERCC3 cDNA
P02997777A0609|186 197|top2 ts mutant
P08327488A0839|186 197|wild-type p70
P09524222A0769|186 191|MARCKS
P11139605A0811|186 188|Sp1
P09519830A0282|187 230|chloramphenicol acetyltransferase reporter gene
P03016506A0611|187 201|BamHI-C fragment
P02541251A1327|187 197|human T1 gene
P00846559A0000|187 194|T-2 toxin
P06327039A0743|187 190|CD25
P10490609A0413|187 189|ARS
P01754381A0000|188 205|DNA polymerase alpha
P08207405A0372|188 197|HSP70 genes
P10498616A1280|188 193|p21 Ras
P03335651A0000|188 189|T2
P02061333A1359|189 201|ACV tripeptide
P10559364A0846|189 192|UL57
P07747462A0332|190 217|parvoviral replicator proteins
P09863624A2301|190 213|wild-type and variant oCRF1
P09233772A0136|190 193|RCC1
P03929486A0309|190 191|SR
P03507689A0000|191 212|beta-galactosidase gene
P09192842A0988|192 200|ETS factor
P11212327A1564|192 199|caveolin
P06184487A1485|192 198|EcoRI-C
P08441411A1260|192 195|IL-2
P08731222A0000|193 224|Phaseolus vulgaris leucoagglutinin
P11278870A0123|193 215|transcription factor Cuf1
P01539996A0588|193 204|E. coli enzyme
P11013079A0927|193 204|SV40 promoter
P06321505A0401|193 202|rat PTH mRNA
P09725854A1060|193 198|urf209
P11103792A0755|193 195|bax
P08288596A0663|194 214|TATA box binding protein
P09719636A1134|194 197|gp17
P11593394A0000|194 196|p27
P09083291A1378|194 196|pRb
P01716292A0000|195 203|H-2E alpha
P08717391A0466|195 199|HBcAg
P08861955A0927|195 198|TC21
P11207308A0999|195 198|JAK3
P01536153A0574|195 197|IgE
P01674662A0000|195 197|ARC
P11387950X0001|195 197|TNF
P11102458A0000|196 201|PKA RII
P10453006A0000|196 199|PSMB
P03985849A0221|196 198|IgA
P07656588A0101|197 203|D19S412
P10564280A0140|197 201|Sam68
P07720709A0755|197 199|AP1
P07937656A0182|198 221|serum alkaline phosphatase
P03109954A0945|198 211|HDL cholesterol
P10556089A0901|198 208|human CUG-bp
P11373277A0812|198 204|AP-2rep
P11560992A0000|199 202|JNKs
P08466864A0878|199 202|PU-1
P03332022A1094|200 213|protein kinase C
P08641705A0986|200 210|Hb Costa Rica
P08892755A0981|200 209|pCAT-Basic
P07548425A0000|200 203|S2-3
P09006051A1162|200 203|PrpD
P09822602A0237|201 219|CREB-binding protein
P09393875A0873|201 210|Fos protein
P01543909A0787|201 208|ferritin
P02761537A0168|201 207|28S rRNA
P09864335A1226|201 205|Fcr1p
P08986214A0000|201 203|AFP
P07914192A0211|202 218|human HER2 promoter
P03615763A0170|202 217|serum cholesterol
P07595374A1215|202 205|LMP1
P11565747A1020|202 205|IVS3
P09435056A0128|202 204|MBP
P07737944A0000|203 216|erythropoietin
P11014213A1019|203 209|ERalpha
P09242375A1313|203 207|MEN2A
P11292839A0531|203 207|TBPwt
P07926749A0471|203 206|RORE
P09151152A0174|204 219|serum lipoprotein
P10414451A0093|204 208|ATIII
P02113699A0372|204 207|N- IS
P11532856A1175|204 206|JNK
P09420239A1937|204 205|SU
P10205099A0377|204 205|I4
P01409643A0618|205 231|TATA element modulatory factor
P09564860A2315|205 213|Gs protein
P10454570A0846|205 208|IL-1
P07511818A0485|206 221|IFN-beta sequence
P02651487A0000|206 213|glucagon
P11238105A0959|206 209|CD86
P03280807A1447|207 221|wild-type SUF12+
P09169127A0371|207 212|y5 gene
P01448917A0775|208 228|32K proteinase cofactor
P07731898A0823|208 212|SOD-1
P07789971A0758|208 212|GSTT2
P11416012T0000|209 238|mitogen-activated protein kinase
P07431059A0000|209 213|Galen
P09599897A0000|209 211|CRP
P02666404A0220|210 251|Escherichia coli xylose and arabinose permeases
P08127950A0000|210 212|TSH
P09351242A0719|211 231|aba1 Arabidopsis mutant
P10942587A0981|211 227|anti-E7 antibodies
P08700531A1420|211 221|cph oncogene
P10078876A0000|211 220|hemoglobin
P10549354A1782|211 218|GSK3 beta
P08617238A0334|211 215|hsp27
P02185140A0000|211 214|pGPD
P07908827A1200|212 231|RAR responsive element
P07864709A0324|213 221|M2 protein
P02776742A0000|213 214|SU
P10544089A1208|214 219|MP gene
P11574105A0727|216 235|anti-GD1a IgM antibody
P07665567A0495|216 224|NF-kappa B
P10430883A0000|217 220|Con A
P02298741A0809|218 238|anti-PKC alpha antibody
P07653094A0169|219 229|SR alpha-296
P02820128A1670|219 227|T2 protein
P08686381A0527|219 222|Swi3
P02473619A0202|220 232|IgE antibodies
P10807903A0362|221 233|wt D1 receptors
P11137296A0923|221 225|PFK-B
P08952965A1182|221 224|CDR2
P11530684A0667|222 233|NMDA receptor
P07758837A1118|222 231|P1 promoter
P10506143A0610|222 228|Cdc42Hs
P02529378A0536|222 224|E1A
P10400712A0577|222 223|HN
P09098899A0435|223 230|Cd(Cys-S
P01406677A0000|224 244|firefly luciferase gene
P08887652A0341|224 234|con10'-'hph
P09418040T0000|224 227|CHL I
P10987301A0332|225 255|vascular endothelial growth factor
P09880029A0703|226 232|SCSV-C2
P09781871A0404|226 229|HrpN
P11145955A0189|227 255|transforming growth factor alpha
P01456888A0074|227 240|core protein p55
P11171320A0894|227 231|v-Src
P09649265A1575|227 229|PSA
P11181516A0119|227 228|A3
P09186507A0882|228 242|Sp1-binding site
P09382924A0131|228 232|PSMB5
P01380454A0451|228 230|ATF
P08835969A0000|229 236|beta-hCG
P08760286A0696|229 232|MAPK
P10422468A0524|230 247|cystic fibrosis gene
P01544918A1240|230 236|RII beta
P07890599A0132|232 259|Saccharomyces cerevisiae Sec1p
P08304342A0605|232 236|HLA-A
P11410679A0000|233 240|LOX sites
P08780339A0142|233 235|RS3
P09778197A0415|234 240|statins
P10702285A0855|235 239|GLUT4
P03395009A1750|235 238|L1-2
P06328485A0277|236 255|chicken proto-myc gene
P03045117A0936|237 239|His
P07604047A0704|238 241|GA44
P09436706A0168|239 252|gonadotrophins
P01384229A0175|239 245|pBLCAT2
P08524260A0835|240 249|fibrillins
P09794795A0183|240 244|STAT3
P09676419A0158|240 242|IgE
P09582327A0295|241 276|luciferase reporter (-797/+5LHbetaLUC)
P01321332A0970|241 245|ARP-1
P08902847A1946|242 246|rehCG
P08231398A0802|242 244|CD4
P09335619A0583|243 252|orf221 gene
P09685021A0127|243 251|collagen I
P07547510A0261|244 256|HNF-3 beta gene
P08388496A1117|245 251|BamHI-C
P02166040A0385|246 277|chloramphenicol acetyltransferase
P09224811A0000|246 254|P450R mRNA
P10413676A0595|247 254|paxillin
P08732665A0000|248 268|epidermal growth factor
P07969152A0721|248 264|S. cerevisiae hsp70
P01470243A0871|248 254|albumin
P10229084A0000|248 251|pp72
P09744095A1016|249 267|shy2-1D single mutant
P07592946A0997|249 254|NF-IL6
P10440923A0684|250 270|retinoblastoma protein
P08627719A0784|250 253|IE63
P09971815A2094|251 261|v-bcl-2 gene
P09705324A0213|251 256|rat Std
P10628971A1165|253 303|synaptojanin-like inositol polyphosphate 5-phosphatase
P09489670A1157|253 257|Hst6p
P09420219A0284|254 268|adenovirus type 5
P09059039A0850|254 262|C1 segment
P07616569A0168|256 260|rps12
P01191964A0000|258 269|thyrotrophin
P03013477A0000|259 266|ferritin
P09301350A0946|259 260|pp
P07898840X0000|264 266|FGR
P09369450A1358|267 292|steroid receptor coactivator
P00336547A0000|270 272|LAC
P08396261A0388|274 288|wild-type RI cDNA
P07642538A0138|274 277|MAPK
P11416012A2511|277 312|mitogen-activated protein kinase kinase
P11000521A0588|286 288|AKT
P10543727A0282|286 288|p65
P10739671A0136|287 313|interferon regulatory factors
P09111367A1098|288 292|c-myc
P08917696A0485|289 309|firefly luciferase gene
